Gene stable ID	Gene stable ID version	Mouse gene stable ID	Mouse gene name
ENSG00000263063	ENSG00000263063.1		
ENSG00000254306	ENSG00000254306.1		
ENSG00000283399	ENSG00000283399.1		
ENSG00000253344	ENSG00000253344.1		
ENSG00000139354	ENSG00000139354.11	ENSMUSG00000074802	Gas2l3
ENSG00000183779	ENSG00000183779.7	ENSMUSG00000085795	Zfp703
ENSG00000126856	ENSG00000126856.14	ENSMUSG00000051977	Prdm9
ENSG00000157060	ENSG00000157060.16	ENSMUSG00000042708	Shcbp1l
ENSG00000225756	ENSG00000225756.1		
ENSG00000253181	ENSG00000253181.2		
ENSG00000102897	ENSG00000102897.10	ENSMUSG00000030922	Lyrm1
ENSG00000268839	ENSG00000268839.1		
ENSG00000154305	ENSG00000154305.18		
ENSG00000269580	ENSG00000269580.2		
ENSG00000257803	ENSG00000257803.2		
ENSG00000224040	ENSG00000224040.1		
ENSG00000117481	ENSG00000117481.10	ENSMUSG00000028706	Nsun4
ENSG00000169085	ENSG00000169085.13	ENSMUSG00000067879	Vxn
ENSG00000226570	ENSG00000226570.2		
ENSG00000005187	ENSG00000005187.12	ENSMUSG00000030935	Acsm3
ENSG00000176855	ENSG00000176855.11		
ENSG00000132680	ENSG00000132680.11	ENSMUSG00000028060	Khdc4
ENSG00000258162	ENSG00000258162.4		
ENSG00000130714	ENSG00000130714.16	ENSMUSG00000039254	Pomt1
ENSG00000183154	ENSG00000183154.1		
ENSG00000258375	ENSG00000258375.2		
ENSG00000258026	ENSG00000258026.2		
ENSG00000147475	ENSG00000147475.17	ENSMUSG00000031483	Erlin2
ENSG00000111058	ENSG00000111058.8	ENSMUSG00000035948	Acss3
ENSG00000152492	ENSG00000152492.15	ENSMUSG00000038127	Ccdc50
ENSG00000285655	ENSG00000285655.1	ENSMUSG00000025911	Adhfe1
ENSG00000246145	ENSG00000246145.1		
ENSG00000140678	ENSG00000140678.16	ENSMUSG00000030789	Itgax
ENSG00000100393	ENSG00000100393.13	ENSMUSG00000055024	Ep300
ENSG00000147576	ENSG00000147576.17	ENSMUSG00000025911	Adhfe1
ENSG00000226174	ENSG00000226174.7	ENSMUSG00000012211	Tex22
ENSG00000285303	ENSG00000285303.1		
ENSG00000260510	ENSG00000260510.1		
ENSG00000188215	ENSG00000188215.10	ENSMUSG00000048787	Dcun1d3
ENSG00000272750	ENSG00000272750.1		
ENSG00000188958	ENSG00000188958.9	ENSMUSG00000056423	Uts2b
ENSG00000173080	ENSG00000173080.5	ENSMUSG00000049741	Rxfp4
ENSG00000169733	ENSG00000169733.12	ENSMUSG00000025158	Rfng
ENSG00000166743	ENSG00000166743.9	ENSMUSG00000033533	Acsm1
ENSG00000258215	ENSG00000258215.1		
ENSG00000257467	ENSG00000257467.6		
ENSG00000110931	ENSG00000110931.19	ENSMUSG00000029471	Camkk2
ENSG00000162819	ENSG00000162819.12	ENSMUSG00000046836	Brox
ENSG00000261812	ENSG00000261812.6		
ENSG00000231993	ENSG00000231993.1		
ENSG00000215771	ENSG00000215771.2		
ENSG00000232754	ENSG00000232754.1		
ENSG00000283376	ENSG00000283376.1		
ENSG00000066654	ENSG00000066654.14	ENSMUSG00000030942	Thumpd1
ENSG00000267461	ENSG00000267461.1		
ENSG00000111052	ENSG00000111052.7	ENSMUSG00000019906	Lin7a
ENSG00000108932	ENSG00000108932.12	ENSMUSG00000041920	Slc16a6
ENSG00000263321	ENSG00000263321.1		
ENSG00000169727	ENSG00000169727.12	ENSMUSG00000025156	Gps1
ENSG00000233170	ENSG00000233170.4		
ENSG00000141560	ENSG00000141560.15	ENSMUSG00000039253	Fn3krp
ENSG00000261245	ENSG00000261245.2		
ENSG00000267009	ENSG00000267009.6		
ENSG00000225779	ENSG00000225779.1		
ENSG00000005189	ENSG00000005189.19	ENSMUSG00000030924	Rexo5
ENSG00000258007	ENSG00000258007.1		
ENSG00000257325	ENSG00000257325.1		
ENSG00000108950	ENSG00000108950.12	ENSMUSG00000020614	Fam20a
ENSG00000151572	ENSG00000151572.18	ENSMUSG00000035189	Ano4
ENSG00000186207	ENSG00000186207.5	ENSMUSG00000027919	Lce1g
ENSG00000186207	ENSG00000186207.5	ENSMUSG00000068889	Lce1e
ENSG00000274064	ENSG00000274064.1		
ENSG00000287684	ENSG00000287684.1		
ENSG00000169509	ENSG00000169509.6		
ENSG00000167632	ENSG00000167632.16	ENSMUSG00000047921	Trappc9
ENSG00000185966	ENSG00000185966.4		
ENSG00000282015	ENSG00000282015.1		
ENSG00000197520	ENSG00000197520.10		
ENSG00000277104	ENSG00000277104.4		
ENSG00000182979	ENSG00000182979.18	ENSMUSG00000021144	Mta1
ENSG00000105492	ENSG00000105492.16	ENSMUSG00000030474	Siglece
ENSG00000105492	ENSG00000105492.16	ENSMUSG00000004609	Cd33
ENSG00000105492	ENSG00000105492.16	ENSMUSG00000039013	Siglecf
ENSG00000105492	ENSG00000105492.16	ENSMUSG00000051504	Siglech
ENSG00000163202	ENSG00000163202.5		
ENSG00000244057	ENSG00000244057.4		
ENSG00000187238	ENSG00000187238.5		
ENSG00000185962	ENSG00000185962.1		
ENSG00000226947	ENSG00000226947.1		
ENSG00000285753	ENSG00000285753.1		
ENSG00000187223	ENSG00000187223.4	ENSMUSG00000027919	Lce1g
ENSG00000187223	ENSG00000187223.4	ENSMUSG00000068889	Lce1e
ENSG00000260507	ENSG00000260507.1		
ENSG00000260528	ENSG00000260528.5		
ENSG00000070540	ENSG00000070540.13	ENSMUSG00000041895	Wipi1
ENSG00000187180	ENSG00000187180.3	ENSMUSG00000027919	Lce1g
ENSG00000187180	ENSG00000187180.3	ENSMUSG00000068889	Lce1e
ENSG00000159455	ENSG00000159455.9	ENSMUSG00000027919	Lce1g
ENSG00000159455	ENSG00000159455.9	ENSMUSG00000068889	Lce1e
ENSG00000260923	ENSG00000260923.7		
ENSG00000285791	ENSG00000285791.1	ENSMUSG00000025911	Adhfe1
ENSG00000178028	ENSG00000178028.14	ENSMUSG00000009640	Dmap1
ENSG00000228106	ENSG00000228106.6		
ENSG00000120697	ENSG00000120697.9	ENSMUSG00000036632	Alg5
ENSG00000187173	ENSG00000187173.4	ENSMUSG00000027919	Lce1g
ENSG00000187173	ENSG00000187173.4	ENSMUSG00000068889	Lce1e
ENSG00000250733	ENSG00000250733.5		
ENSG00000282164	ENSG00000282164.3		
ENSG00000187170	ENSG00000187170.4		
ENSG00000253574	ENSG00000253574.5		
ENSG00000287127	ENSG00000287127.1		
ENSG00000179041	ENSG00000179041.4	ENSMUSG00000061024	Rrs1
ENSG00000253623	ENSG00000253623.1		
ENSG00000198854	ENSG00000198854.5	ENSMUSG00000090314	2310050C09Rik
ENSG00000258033	ENSG00000258033.1		
ENSG00000280173	ENSG00000280173.1		
ENSG00000261172	ENSG00000261172.1		
ENSG00000260236	ENSG00000260236.1		
ENSG00000277349	ENSG00000277349.1		
ENSG00000125385	ENSG00000125385.9		
ENSG00000100263	ENSG00000100263.14	ENSMUSG00000034175	Rhbdd3
ENSG00000229713	ENSG00000229713.1		
ENSG00000141337	ENSG00000141337.12	ENSMUSG00000020604	Arsg
ENSG00000232920	ENSG00000232920.1		
ENSG00000233819	ENSG00000233819.1		
ENSG00000203786	ENSG00000203786.6	ENSMUSG00000059832	Kprp
ENSG00000274730	ENSG00000274730.1		
ENSG00000120699	ENSG00000120699.13	ENSMUSG00000027752	Exosc8
ENSG00000281649	ENSG00000281649.2		
ENSG00000268777	ENSG00000268777.1		
ENSG00000240386	ENSG00000240386.3		
ENSG00000196678	ENSG00000196678.14	ENSMUSG00000030929	Eri2
ENSG00000234523	ENSG00000234523.1		
ENSG00000278610	ENSG00000278610.1		
ENSG00000169972	ENSG00000169972.12	ENSMUSG00000051557	Pusl1
ENSG00000256870	ENSG00000256870.3	ENSMUSG00000020062	Slc5a8
ENSG00000186226	ENSG00000186226.9		
ENSG00000154309	ENSG00000154309.8	ENSMUSG00000030768	Disp1
ENSG00000282790	ENSG00000282790.1		
ENSG00000172155	ENSG00000172155.10		
ENSG00000267659	ENSG00000267659.5		
ENSG00000240731	ENSG00000240731.1		
ENSG00000241744	ENSG00000241744.1		
ENSG00000287338	ENSG00000287338.1		
ENSG00000197084	ENSG00000197084.5		
ENSG00000260100	ENSG00000260100.1		
ENSG00000273360	ENSG00000273360.1		
ENSG00000182944	ENSG00000182944.17	ENSMUSG00000009079	Ewsr1
ENSG00000196734	ENSG00000196734.9		
ENSG00000266602	ENSG00000266602.2		
ENSG00000238755	ENSG00000238755.3		
ENSG00000186844	ENSG00000186844.6		
ENSG00000237787	ENSG00000237787.5		
ENSG00000138722	ENSG00000138722.10	ENSMUSG00000054641	Mmrn1
ENSG00000187554	ENSG00000187554.14	ENSMUSG00000079164	Tlr5
ENSG00000235942	ENSG00000235942.3		
ENSG00000243486	ENSG00000243486.1		
ENSG00000285946	ENSG00000285946.1	ENSMUSG00000103523	2210017I01Rik
ENSG00000161594	ENSG00000161594.7	ENSMUSG00000001558	Klhl10
ENSG00000163206	ENSG00000163206.6		
ENSG00000225299	ENSG00000225299.1		
ENSG00000236846	ENSG00000236846.1		
ENSG00000244371	ENSG00000244371.2		
ENSG00000264080	ENSG00000264080.1		
ENSG00000226601	ENSG00000226601.1		
ENSG00000266450	ENSG00000266450.1		
ENSG00000127054	ENSG00000127054.20	ENSMUSG00000029034	Ints11
ENSG00000263745	ENSG00000263745.7		
ENSG00000275315	ENSG00000275315.1		
ENSG00000141698	ENSG00000141698.17	ENSMUSG00000017176	Nt5c3b
ENSG00000163207	ENSG00000163207.7		
ENSG00000264189	ENSG00000264189.1		
ENSG00000283227	ENSG00000283227.1		
ENSG00000268043	ENSG00000268043.7		
ENSG00000224308	ENSG00000224308.1		
ENSG00000184148	ENSG00000184148.4	ENSMUSG00000045566	Sprr4
ENSG00000172236	ENSG00000172236.17	ENSMUSG00000024173	Tpsab1
ENSG00000172236	ENSG00000172236.17	ENSMUSG00000033825	Tpsb2
ENSG00000169474	ENSG00000169474.4		
ENSG00000143502	ENSG00000143502.15	ENSMUSG00000038576	Susd4
ENSG00000236422	ENSG00000236422.1		
ENSG00000163209	ENSG00000163209.15	ENSMUSG00000045539	Sprr3
ENSG00000123453	ENSG00000123453.18	ENSMUSG00000009614	Sardh
ENSG00000234262	ENSG00000234262.1		
ENSG00000102710	ENSG00000102710.20	ENSMUSG00000027751	Supt20
ENSG00000169469	ENSG00000169469.9		
ENSG00000120800	ENSG00000120800.5	ENSMUSG00000004356	Utp20
ENSG00000092853	ENSG00000092853.14	ENSMUSG00000042489	Clspn
ENSG00000172828	ENSG00000172828.13	ENSMUSG00000062181	Ces3b
ENSG00000172828	ENSG00000172828.13	ENSMUSG00000069922	Ces3a
ENSG00000271462	ENSG00000271462.1		
ENSG00000255909	ENSG00000255909.1		
ENSG00000163216	ENSG00000163216.7		
ENSG00000287074	ENSG00000287074.1		
ENSG00000139154	ENSG00000139154.15	ENSMUSG00000030232	Aebp2
ENSG00000241794	ENSG00000241794.2		
ENSG00000231659	ENSG00000231659.1		
ENSG00000239216	ENSG00000239216.1		
ENSG00000226172	ENSG00000226172.2		
ENSG00000196805	ENSG00000196805.7		
ENSG00000265408	ENSG00000265408.1		
ENSG00000203785	ENSG00000203785.9		
ENSG00000187068	ENSG00000187068.3	ENSMUSG00000043391	2510009E07Rik
ENSG00000229035	ENSG00000229035.2		
ENSG00000244094	ENSG00000244094.2		
ENSG00000172831	ENSG00000172831.13	ENSMUSG00000062826	Ces2f
ENSG00000172831	ENSG00000172831.13	ENSMUSG00000031886	Ces2e
ENSG00000172831	ENSG00000172831.13	ENSMUSG00000031877	Ces2g
ENSG00000172831	ENSG00000172831.13	ENSMUSG00000050097	Ces2b
ENSG00000172831	ENSG00000172831.13	ENSMUSG00000061825	Ces2c
ENSG00000172831	ENSG00000172831.13	ENSMUSG00000055730	Ces2a
ENSG00000178395	ENSG00000178395.7	ENSMUSG00000043429	Ccdc185
ENSG00000159516	ENSG00000159516.9		
ENSG00000224640	ENSG00000224640.1		
ENSG00000229699	ENSG00000229699.1		
ENSG00000223802	ENSG00000223802.7	ENSMUSG00000109523	Gdf1
ENSG00000223802	ENSG00000223802.7	ENSMUSG00000087408	Cers1
ENSG00000223358	ENSG00000223358.5		
ENSG00000203784	ENSG00000203784.3	ENSMUSG00000027927	Lelp1
ENSG00000113790	ENSG00000113790.11	ENSMUSG00000022853	Ehhadh
ENSG00000203783	ENSG00000203783.5	ENSMUSG00000056270	Prr9
ENSG00000230779	ENSG00000230779.1		
ENSG00000229704	ENSG00000229704.1		
ENSG00000245205	ENSG00000245205.3		
ENSG00000203782	ENSG00000203782.6		
ENSG00000240328	ENSG00000240328.1		
ENSG00000159527	ENSG00000159527.3	ENSMUSG00000042244	Pglyrp3
ENSG00000255910	ENSG00000255910.2		
ENSG00000256849	ENSG00000256849.1		
ENSG00000256287	ENSG00000256287.1		
ENSG00000287075	ENSG00000287075.1		
ENSG00000231365	ENSG00000231365.6		
ENSG00000130283	ENSG00000130283.9	ENSMUSG00000109523	Gdf1
ENSG00000130283	ENSG00000130283.9	ENSMUSG00000087408	Cers1
ENSG00000256499	ENSG00000256499.2		
ENSG00000163218	ENSG00000163218.15	ENSMUSG00000042250	Pglyrp4
ENSG00000203697	ENSG00000203697.11	ENSMUSG00000038599	Capn8
ENSG00000269694	ENSG00000269694.1		
ENSG00000227056	ENSG00000227056.2		
ENSG00000287239	ENSG00000287239.1		
ENSG00000116874	ENSG00000116874.11	ENSMUSG00000004233	Wars2
ENSG00000262681	ENSG00000262681.2		
ENSG00000163220	ENSG00000163220.11	ENSMUSG00000096621	Gm5849
ENSG00000163220	ENSG00000163220.11	ENSMUSG00000056071	S100a9
ENSG00000223575	ENSG00000223575.2		
ENSG00000227712	ENSG00000227712.2		
ENSG00000163221	ENSG00000163221.9		
ENSG00000232650	ENSG00000232650.6		
ENSG00000237015	ENSG00000237015.1		
ENSG00000237008	ENSG00000237008.2		
ENSG00000224238	ENSG00000224238.2		
ENSG00000236804	ENSG00000236804.1		
ENSG00000227002	ENSG00000227002.2		
ENSG00000102882	ENSG00000102882.12	ENSMUSG00000063065	Mapk3
ENSG00000143546	ENSG00000143546.10	ENSMUSG00000056054	S100a8
ENSG00000182916	ENSG00000182916.8	ENSMUSG00000079428	Tceal7
ENSG00000221949	ENSG00000221949.5		
ENSG00000275180	ENSG00000275180.1		
ENSG00000257354	ENSG00000257354.2		
ENSG00000224784	ENSG00000224784.2		
ENSG00000183763	ENSG00000183763.9	ENSMUSG00000032586	Traip
ENSG00000184330	ENSG00000184330.12		
ENSG00000105429	ENSG00000105429.13	ENSMUSG00000045039	Megf8
ENSG00000108602	ENSG00000108602.18	ENSMUSG00000019102	Aldh3a1
ENSG00000253548	ENSG00000253548.1		
ENSG00000116882	ENSG00000116882.14	ENSMUSG00000027870	Hao2
ENSG00000223812	ENSG00000223812.8		
ENSG00000280416	ENSG00000280416.1		
ENSG00000240068	ENSG00000240068.1		
ENSG00000230921	ENSG00000230921.1		
ENSG00000262410	ENSG00000262410.1		
ENSG00000167363	ENSG00000167363.14	ENSMUSG00000025175	Fn3k
ENSG00000162909	ENSG00000162909.18	ENSMUSG00000026509	Capn2
ENSG00000244540	ENSG00000244540.2		
ENSG00000213352	ENSG00000213352.3		
ENSG00000257246	ENSG00000257246.1		
ENSG00000111110	ENSG00000111110.12	ENSMUSG00000034613	Ppm1h
ENSG00000135457	ENSG00000135457.10	ENSMUSG00000009733	Tfcp2
ENSG00000285677	ENSG00000285677.2		
ENSG00000273002	ENSG00000273002.1		
ENSG00000234225	ENSG00000234225.2		
ENSG00000224276	ENSG00000224276.1		
ENSG00000225603	ENSG00000225603.3		
ENSG00000227242	ENSG00000227242.4		
ENSG00000231024	ENSG00000231024.1		
ENSG00000232335	ENSG00000232335.1		
ENSG00000241941	ENSG00000241941.2		
ENSG00000230832	ENSG00000230832.3		
ENSG00000242705	ENSG00000242705.1		
ENSG00000286172	ENSG00000286172.1		
ENSG00000283342	ENSG00000283342.1		
ENSG00000237653	ENSG00000237653.2		
ENSG00000269130	ENSG00000269130.1		
ENSG00000116584	ENSG00000116584.19	ENSMUSG00000028059	Arhgef2
ENSG00000232353	ENSG00000232353.5		
ENSG00000268267	ENSG00000268267.1		
ENSG00000131475	ENSG00000131475.7	ENSMUSG00000078656	Vps25
ENSG00000232228	ENSG00000232228.1		
ENSG00000287178	ENSG00000287178.1		
ENSG00000277920	ENSG00000277920.1		
ENSG00000131791	ENSG00000131791.8	ENSMUSG00000038205	Prkab2
ENSG00000117480	ENSG00000117480.16	ENSMUSG00000034171	Faah
ENSG00000115977	ENSG00000115977.19	ENSMUSG00000057230	Aak1
ENSG00000165119	ENSG00000165119.21	ENSMUSG00000021546	Hnrnpk
ENSG00000067182	ENSG00000067182.7	ENSMUSG00000030341	Tnfrsf1a
ENSG00000163900	ENSG00000163900.11		
ENSG00000234892	ENSG00000234892.1		
ENSG00000230126	ENSG00000230126.1		
ENSG00000203527	ENSG00000203527.2		
ENSG00000236272	ENSG00000236272.1		
ENSG00000114279	ENSG00000114279.13	ENSMUSG00000022523	Fgf12
ENSG00000159307	ENSG00000159307.19	ENSMUSG00000016763	Scube1
ENSG00000243069	ENSG00000243069.8		
ENSG00000105497	ENSG00000105497.8		
ENSG00000073803	ENSG00000073803.14	ENSMUSG00000033618	Map3k13
ENSG00000229187	ENSG00000229187.1		
ENSG00000256879	ENSG00000256879.1		
ENSG00000143514	ENSG00000143514.17	ENSMUSG00000026510	Trp53bp2
ENSG00000256663	ENSG00000256663.1		
ENSG00000264785	ENSG00000264785.1		
ENSG00000172572	ENSG00000172572.6	ENSMUSG00000041741	Pde3a
ENSG00000233242	ENSG00000233242.3		
ENSG00000226709	ENSG00000226709.1		
ENSG00000231383	ENSG00000231383.2		
ENSG00000179407	ENSG00000179407.3	ENSMUSG00000048206	Dnajb8
ENSG00000114790	ENSG00000114790.13	ENSMUSG00000036885	Arhgef26
ENSG00000163882	ENSG00000163882.9	ENSMUSG00000021018	Polr2h
ENSG00000241861	ENSG00000241861.2		
ENSG00000095917	ENSG00000095917.14		
ENSG00000226542	ENSG00000226542.1		
ENSG00000242049	ENSG00000242049.1		
ENSG00000231032	ENSG00000231032.1		
ENSG00000235293	ENSG00000235293.1		
ENSG00000269388	ENSG00000269388.1		
ENSG00000236117	ENSG00000236117.1		
ENSG00000267808	ENSG00000267808.1		
ENSG00000260182	ENSG00000260182.1		
ENSG00000131982	ENSG00000131982.5		
ENSG00000260757	ENSG00000260757.1		
ENSG00000156886	ENSG00000156886.12	ENSMUSG00000070369	Itgad
ENSG00000249049	ENSG00000249049.1		
ENSG00000248984	ENSG00000248984.1		
ENSG00000251401	ENSG00000251401.2		
ENSG00000187653	ENSG00000187653.11		
ENSG00000229638	ENSG00000229638.1		
ENSG00000184305	ENSG00000184305.15	ENSMUSG00000039578	Ccser1
ENSG00000117419	ENSG00000117419.16	ENSMUSG00000033423	Eri3
ENSG00000228487	ENSG00000228487.2		
ENSG00000136859	ENSG00000136859.10	ENSMUSG00000004105	Angptl2
ENSG00000286006	ENSG00000286006.2		
ENSG00000161204	ENSG00000161204.11	ENSMUSG00000003234	Abcf3
ENSG00000227621	ENSG00000227621.1		
ENSG00000188460	ENSG00000188460.4		
ENSG00000162613	ENSG00000162613.16	ENSMUSG00000028034	Fubp1
ENSG00000233771	ENSG00000233771.2		
ENSG00000203859	ENSG00000203859.10	ENSMUSG00000027871	Hsd3b1
ENSG00000203859	ENSG00000203859.10	ENSMUSG00000062410	Hsd3b3
ENSG00000203859	ENSG00000203859.10	ENSMUSG00000027869	Hsd3b6
ENSG00000203859	ENSG00000203859.10	ENSMUSG00000063730	Hsd3b2
ENSG00000203859	ENSG00000203859.10	ENSMUSG00000038092	Hsd3b5
ENSG00000203859	ENSG00000203859.10	ENSMUSG00000095143	Hsd3b4
ENSG00000203859	ENSG00000203859.10	ENSMUSG00000095388	Gm10681
ENSG00000203859	ENSG00000203859.10	ENSMUSG00000090817	Gm4450
ENSG00000249362	ENSG00000249362.2		
ENSG00000272645	ENSG00000272645.3		
ENSG00000227827	ENSG00000227827.3		
ENSG00000248708	ENSG00000248708.2		
ENSG00000163479	ENSG00000163479.14	ENSMUSG00000041355	Ssr2
ENSG00000287783	ENSG00000287783.1		
ENSG00000244071	ENSG00000244071.1		
ENSG00000185495	ENSG00000185495.10		
ENSG00000287862	ENSG00000287862.1		
ENSG00000273837	ENSG00000273837.1		
ENSG00000187481	ENSG00000187481.2		
ENSG00000268500	ENSG00000268500.5		
ENSG00000136828	ENSG00000136828.19	ENSMUSG00000038831	Ralgps1
ENSG00000232780	ENSG00000232780.2		
ENSG00000278467	ENSG00000278467.1		
ENSG00000196364	ENSG00000196364.9		
ENSG00000235595	ENSG00000235595.1		
ENSG00000229930	ENSG00000229930.1		
ENSG00000203858	ENSG00000203858.3		
ENSG00000233602	ENSG00000233602.1		
ENSG00000254415	ENSG00000254415.3		
ENSG00000139239	ENSG00000139239.7		
ENSG00000100532	ENSG00000100532.12	ENSMUSG00000055128	Cgrrf1
ENSG00000283526	ENSG00000283526.1	ENSMUSG00000079497	Gm13420
ENSG00000257779	ENSG00000257779.1		
ENSG00000257235	ENSG00000257235.1		
ENSG00000238049	ENSG00000238049.2		
ENSG00000143756	ENSG00000143756.12	ENSMUSG00000047539	Fbxo28
ENSG00000250517	ENSG00000250517.2		
ENSG00000105501	ENSG00000105501.12		
ENSG00000257664	ENSG00000257664.1		
ENSG00000144535	ENSG00000144535.19	ENSMUSG00000053333	Dis3l2
ENSG00000076201	ENSG00000076201.15	ENSMUSG00000036057	Ptpn23
ENSG00000232022	ENSG00000232022.7		
ENSG00000279444	ENSG00000279444.1		
ENSG00000166148	ENSG00000166148.3	ENSMUSG00000020123	Avpr1a
ENSG00000236773	ENSG00000236773.1		
ENSG00000224863	ENSG00000224863.3		
ENSG00000257332	ENSG00000257332.1		
ENSG00000139155	ENSG00000139155.8	ENSMUSG00000030235	Slco1c1
ENSG00000233700	ENSG00000233700.1		
ENSG00000277543	ENSG00000277543.1		
ENSG00000156885	ENSG00000156885.6	ENSMUSG00000030785	Cox6a2
ENSG00000143753	ENSG00000143753.13	ENSMUSG00000038633	Degs1
ENSG00000143753	ENSG00000143753.13	ENSMUSG00000038768	9130409I23Rik
ENSG00000232628	ENSG00000232628.6		
ENSG00000179348	ENSG00000179348.11	ENSMUSG00000015053	Gata2
ENSG00000283625	ENSG00000283625.1		
ENSG00000227509	ENSG00000227509.1		
ENSG00000086730	ENSG00000086730.17	ENSMUSG00000040751	Lat2
ENSG00000224153	ENSG00000224153.3		
ENSG00000279013	ENSG00000279013.1		
ENSG00000261564	ENSG00000261564.1		
ENSG00000249891	ENSG00000249891.2		
ENSG00000249052	ENSG00000249052.1		
ENSG00000244300	ENSG00000244300.3		
ENSG00000120805	ENSG00000120805.14	ENSMUSG00000060904	Arl1
ENSG00000248817	ENSG00000248817.1		
ENSG00000280056	ENSG00000280056.1		
ENSG00000287392	ENSG00000287392.1		
ENSG00000227033	ENSG00000227033.1		
ENSG00000176723	ENSG00000176723.10		
ENSG00000251485	ENSG00000251485.1		
ENSG00000261534	ENSG00000261534.1		
ENSG00000114867	ENSG00000114867.20	ENSMUSG00000045983	Eif4g1
ENSG00000235298	ENSG00000235298.1		
ENSG00000214967	ENSG00000214967.5		
ENSG00000197587	ENSG00000197587.10	ENSMUSG00000028707	Dmbx1
ENSG00000253848	ENSG00000253848.1		
ENSG00000183978	ENSG00000183978.8	ENSMUSG00000017188	Coa3
ENSG00000131584	ENSG00000131584.19	ENSMUSG00000029033	Acap3
ENSG00000161643	ENSG00000161643.12		
ENSG00000147905	ENSG00000147905.17	ENSMUSG00000035649	Zcchc7
ENSG00000126562	ENSG00000126562.17	ENSMUSG00000035112	Wnk4
ENSG00000224333	ENSG00000224333.1		
ENSG00000261474	ENSG00000261474.1		
ENSG00000185222	ENSG00000185222.10	ENSMUSG00000042712	Tceal9
ENSG00000257543	ENSG00000257543.1		
ENSG00000239413	ENSG00000239413.1		
ENSG00000261181	ENSG00000261181.1		
ENSG00000184271	ENSG00000184271.17	ENSMUSG00000009739	Pou6f1
ENSG00000259891	ENSG00000259891.1		
ENSG00000105427	ENSG00000105427.10	ENSMUSG00000063651	Cnfn
ENSG00000224468	ENSG00000224468.3		
ENSG00000166211	ENSG00000166211.8	ENSMUSG00000004359	Spic
ENSG00000135862	ENSG00000135862.6	ENSMUSG00000026478	Lamc1
ENSG00000270850	ENSG00000270850.1		
ENSG00000229259	ENSG00000229259.1		
ENSG00000261362	ENSG00000261362.1		
ENSG00000260126	ENSG00000260126.2		
ENSG00000287905	ENSG00000287905.1		
ENSG00000160803	ENSG00000160803.8	ENSMUSG00000008604	Ubqln4
ENSG00000278126	ENSG00000278126.1		
ENSG00000175764	ENSG00000175764.14	ENSMUSG00000026885	Ttll11
ENSG00000228292	ENSG00000228292.1		
ENSG00000175455	ENSG00000175455.15	ENSMUSG00000022833	Ccdc14
ENSG00000249152	ENSG00000249152.1		
ENSG00000237548	ENSG00000237548.1		
ENSG00000120251	ENSG00000120251.20	ENSMUSG00000033981	Gria2
ENSG00000260991	ENSG00000260991.2		
ENSG00000279729	ENSG00000279729.1		
ENSG00000116586	ENSG00000116586.11	ENSMUSG00000028062	Lamtor2
ENSG00000140992	ENSG00000140992.19	ENSMUSG00000024122	Pdpk1
ENSG00000226015	ENSG00000226015.2		
ENSG00000257270	ENSG00000257270.1		
ENSG00000213560	ENSG00000213560.4		
ENSG00000278811	ENSG00000278811.4		
ENSG00000255065	ENSG00000255065.1		
ENSG00000251602	ENSG00000251602.7		
ENSG00000162616	ENSG00000162616.9	ENSMUSG00000028035	Dnajb4
ENSG00000287802	ENSG00000287802.1		
ENSG00000275984	ENSG00000275984.1		
ENSG00000274881	ENSG00000274881.1		
ENSG00000261692	ENSG00000261692.1		
ENSG00000213561	ENSG00000213561.4		
ENSG00000137960	ENSG00000137960.6	ENSMUSG00000039131	Gipc2
ENSG00000274517	ENSG00000274517.1		
ENSG00000285928	ENSG00000285928.1		
ENSG00000132698	ENSG00000132698.15	ENSMUSG00000008601	Rab25
ENSG00000273338	ENSG00000273338.1		
ENSG00000167522	ENSG00000167522.16	ENSMUSG00000035569	Ankrd11
ENSG00000152208	ENSG00000152208.13	ENSMUSG00000071424	Grid2
ENSG00000274584	ENSG00000274584.1		
ENSG00000058085	ENSG00000058085.15	ENSMUSG00000026479	Lamc2
ENSG00000213252	ENSG00000213252.3		
ENSG00000152402	ENSG00000152402.10	ENSMUSG00000041624	Gucy1a2
ENSG00000142961	ENSG00000142961.14	ENSMUSG00000028709	Mob3c
ENSG00000131778	ENSG00000131778.19	ENSMUSG00000028089	Chd1l
ENSG00000254726	ENSG00000254726.3	ENSMUSG00000074480	Mex3a
ENSG00000269956	ENSG00000269956.2		
ENSG00000183283	ENSG00000183283.16	ENSMUSG00000000346	Dazap2
ENSG00000282881	ENSG00000282881.2	ENSMUSG00000034185	6430628N08Rik
ENSG00000162456	ENSG00000162456.9	ENSMUSG00000073774	Kncn
ENSG00000231989	ENSG00000231989.5	ENSMUSG00000047714	Ppp1r2
ENSG00000176231	ENSG00000176231.2	ENSMUSG00000054666	Olfr63
ENSG00000249239	ENSG00000249239.2		
ENSG00000248750	ENSG00000248750.2		
ENSG00000248627	ENSG00000248627.1		
ENSG00000250908	ENSG00000250908.1		
ENSG00000251449	ENSG00000251449.2		
ENSG00000079277	ENSG00000079277.21	ENSMUSG00000028708	Mknk1
ENSG00000248511	ENSG00000248511.1		
ENSG00000170545	ENSG00000170545.17	ENSMUSG00000053559	Smagp
ENSG00000122335	ENSG00000122335.17	ENSMUSG00000015659	Serac1
